Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	Comment - genetics
EoL-1-cell	EoL-1-cell	906856	1710STDY5034926	leukemia	haematopoietic_neoplasm other		eosinophilic leukaemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JJN-3	JJN-3	1327766	CGP_CCL5306231	myeloma	haematopoietic_neoplasm other	MM	Plasma cell leukemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KARPAS-620	KARPAS-620	1327775	CGP_CCL5306234	myeloma	haematopoietic_neoplasm other	MM	Plasma cell leukemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MC-CAR	MC-CAR	683665	CGP_CCL5210536	myeloma	haematopoietic_neoplasm other	MM	plasmacytoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SKM-1	SKM-1	909722	1710STDY5034878	leukemia	haematopoietic_neoplasm other		myelomonocytic leukemia in myelodysplastic syndrome	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BONNA-12	BONNA-12	906695	1710STDY5034890	leukemia	hairy_cell_leukaemia			MSI-S	Yes	Yes	Yes	Yes	Yes	No	Poor Defrost - Possibly bad Cryovial Expansion Batch?
HC-1	HC-1	907044	CGP_CCL5228714	leukemia	hairy_cell_leukaemia			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MLMA	MLMA	908142	CGP_CCL5391667	leukemia	hairy_cell_leukaemia			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Mo-T	Mo-T	908149	1710STDY5034964	leukemia	hairy_cell_leukaemia			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HDLM-2	HDLM-2	924110	1710STDY5034895	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HD-MY-Z	HD-MY-Z	907050	1710STDY5034928	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-445	Hs-445	1322218	CGP_CCL5369292	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KM-H2	KM-H2	909976	CGP_CCL5103819	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
L-1236	L-1236	1330935	CGP_CCL5306235	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
L-428	L-428	907322	1710STDY5034962	lymphoma	Hodgkin_lymphoma			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
L-540	L-540	907323	1710STDY5034862	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RPMI-6666	RPMI-6666	909701	1710STDY5034955	lymphoma	Hodgkin_lymphoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SUP-HD1	SUP-HD1	1331039	CGP_CCL5306303	lymphoma	Hodgkin_lymphoma			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
KY821	KY821	907300	1710STDY5034860	leukemia	leukemia	LAML	Acute leukaemia of ambiguous lineage	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MV-4-11	MV-4-11	908156	1710STDY5034936	leukemia	leukemia		biphenotypic B-myelomonocytic leukemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MY-M12	MY-M12	1330960	CGP_CCL5306218	leukemia	leukemia	ALL	 acute biphenotypic leukemia	MSI-S	Yes	Yes	Yes	No	No	No	
RS4-11	RS4-11	909703	1710STDY5034914	leukemia	leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
697	697	906800	1710STDY5034898	leukemia	lymphoblastic_leukemia			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ALL-PO	ALL-PO	910944	1710STDY5034918	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BE-13	BE-13	906763	1710STDY5034943	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CCRF-CEM	CCRF-CEM	905952	1710STDY5034922	leukemia	lymphoblastic_leukemia	ALL		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
GR-ST	GR-ST	906877	1710STDY5034916	leukemia	lymphoblastic_leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HAL-01	HAL-01	949153	CGP_CCL5103734	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KARPAS-45	KARPAS-45	907272	1710STDY5034888	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KE-37	KE-37	907277	1710STDY5034951	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LC4-1	LC4-1	907787	1710STDY5034864	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MOLT-4	MOLT-4	905958	1710STDY5034934	leukemia	lymphoblastic_leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
P30-OHK	P30-OHK	909252	CGP_CCL5228702	leukemia	lymphoblastic_leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
SUP-B15	SUP-B15	1247871	1710STDY5034911	leukemia	lymphoblastic_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ATN-1	ATN-1	910687	1710STDY5034919	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LOUCY	LOUCY	907789	1710STDY5034865	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MOLT-13	MOLT-13	908146	1710STDY5034869	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
MOLT-16	MOLT-16	908147	CGP_CCL5228700	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
P12-ICHIKAWA	P12-ICHIKAWA	909251	1710STDY5034899	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
PF-382	PF-382	909260	CGP_CCL5103820	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RPMI-8402	RPMI-8402	909702	CGP_CCL5306265	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SUP-T1	SUP-T1	909743	1710STDY5034882	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TALL-1	TALL-1	909762	CGP_CCL5103828	leukemia	lymphoblastic_T_cell_leukaemia	ALL		MSI-S	Yes	Yes	Yes	No	No	Yes	
DEL	DEL	906836	1710STDY5034923	lymphoma	lymphoid_neoplasm other		malignant histiocytosis	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EHEB	EHEB	906854	1710STDY5034900	lymphoma	lymphoid_neoplasm other	LCLL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EJM	EJM	1297447	CGP_CCL5369314	myeloma	lymphoid_neoplasm other	MM	IgG lambda myeloma plasma cell line	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
H9	H9	907043	1710STDY5034961	lymphoma	lymphoid_neoplasm other		cutaneous T-cell lymphoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JVM-2	JVM-2	907269	1710STDY5034930	lymphoma	lymphoid_neoplasm other	LCLL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JVM-3	JVM-3	907270	1710STDY5034931	lymphoma	lymphoid_neoplasm other	LCLL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NK-92MI	NK-92MI	1330981	CGP_CCL5306233	lymphoma	lymphoid_neoplasm other		NK-92MI is an IL-2 independent Natural Killer Cell line derived from peripheral blood mononuclear cells from a 50 year old Caucasian male with rapidly progressive non-Hodgkin's lymphoma. 	MSI-S	Yes	Yes	Yes	No	No	Yes	Poor Growth
SR	SR	905965	1710STDY5034879	lymphoma	lymphoid_neoplasm other		large cell immunoblastic lymphoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WIL2-NS	WIL2-NS	1331049	CGP_CCL5228751	lymphoma	lymphoid_neoplasm other		A non secreting B lymphocyte variant of WIL-2, which was originally isolated from the spleen of a Caucasian male with hereditary spherocytic anaemia.	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
WSU-NHL	WSU-NHL	909785	1710STDY5034886	lymphoma	lymphoid_neoplasm other		nodular follicular lymphoma	MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
YT	YT	946358	1710STDY5034857	lymphoma	lymphoid_neoplasm other	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ARH-77	ARH-77	906765	1710STDY5034903	myeloma	myeloma	MM	Plasma cell leukemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IM-9	IM-9	753563	CGP_CCL5103736	myeloma	myeloma	MM	? this line has been shown to be an EBV-transformed B lymphoblastoid cell line	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KMS-12-BM	KMS-12-BM	907281	CGP_CCL5306247	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
L-363	L-363	924239	1710STDY5034861	myeloma	myeloma	MM	Plasma cell leukemia	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LP-1	LP-1	907791	CGP_CCL5369306	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MM1S	MM1S	1659818	CGP_CCL5391637	myeloma	myeloma	MM		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
MOLP-8	MOLP-8	1330950	CGP_CCL5369277	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H929	NCI-H929	724825	CGP_CCL5228709	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OPM-2	OPM-2	909249	CGP_CCL5103830	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RPMI-8226	RPMI-8226	905964	1710STDY5034942	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MM-2	SK-MM-2	753612	1710STDY5034875	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
U-266	U-266	753615	1710STDY5034853	myeloma	myeloma	MM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ALL-SIL	ALL-SIL	1295740	CGP_CCL5369310	leukemia	T_cell_leukemia	ALL		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DND-41	DND-41	1297446	CGP_CCL5306154	leukemia	T_cell_leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HH	HH	907056	CGP_CCL5103727	leukemia	T_cell_leukemia		T cell  leukemia/lymphoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
JURKAT	Jurkat	998184	CGP_CCL5391646	leukemia	T_cell_leukemia	ALL		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
CS1	CS1	1290795	CGP_CCL5306298	bone	bone_other			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SJSA-1	SJSA-1	909717	1710STDY5035445	bone	bone_other			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
U-CH2	U-CH2	1503373	CGP_CCL5306194	bone	bone_other			MSI-S	Yes	Yes	Yes	No	No	No	Not commercially available, Poor Growth
CAL-78	CAL-78	1290765	1710STDY5035449	bone	chondrosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CHSA8926	CHSA8926	1303912	CGP_CCL5306278	bone	chondrosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H-EMC-SS	H-EMC-SS	907290	CGP_CCL5103691	bone	chondrosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CADO-ES1	CADO-ES1	753539	CGP_CCL5391636	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES1	ES1	949158	1710STDY5035456	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES3	ES3	684055	1710STDY5035458	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES4	ES4	949156	1710STDY5035428	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES5	ES5	684057	1710STDY5035429	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES6	ES6	949157	CGP_CCL5306158	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	No	Yes	
ES7	ES7	684059	1710STDY5035454	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ES8	ES8	949155	1710STDY5035455	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-1	EW-1	949163	1710STDY5035430	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-11	EW-11	684062	1710STDY5035431	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-12	EW-12	949162	1710STDY5035432	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Poor Growth - Clumps hard to break up
EW-13	EW-13	949166	1710STDY5035433	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-16	EW-16	949165	1710STDY5035434	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-18	EW-18	949164	1710STDY5035435	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-22	EW-22	949167	1710STDY5035436	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-24	EW-24	949168	1710STDY5035437	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-3	EW-3	949161	1710STDY5035457	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EW-7	EW-7	949160	1710STDY5035438	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MHH-ES-1	MHH-ES-1	908134	CGP_CCL5369339	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	No	Yes	Yes	
SK-ES-1	SK-ES-1	684072	1710STDY5035446	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-PN-DW	SK-PN-DW	909731	1710STDY5035447	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TC-71	TC-71	1240221	CGP_CCL5228748	bone	ewings_sarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-72	CAL-72	906827	1710STDY5035453	bone	osteosarcoma			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
G-292-Clone-A141B1	G-292 Clone A141B1	1290807	CGP_CCL5103690	bone	osteosarcoma		#N/A	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HOS	HOS	907060	1710STDY5035439	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HuO-3N1	HuO-3N1	909977	1710STDY5035440	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HuO9	HuO9	907072	1710STDY5035451	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MG-63	MG-63	908131	1710STDY5035441	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NOS-1	NOS-1	925345	1710STDY5035443	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NY	NY	910849	1710STDY5035452	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Saos-2	Saos-2	909707	1710STDY5035444	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
U-2-OS	U-2-OS	909776	1710STDY5035448	bone	osteosarcoma			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
AU565	AU565	910704	1710STDY5035269	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BT-20	BT-20	906801	1710STDY5035274	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BT-474	BT-474	946359	1710STDY5035235	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BT-483	BT-483	949093	1710STDY5035262	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BT-549	BT-549	905951	1710STDY5035236	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-120	CAL-120	906826	1710STDY5035237	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-148	CAL-148	924106	1710STDY5035238	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Growth not suitable - clumpy
CAL-51	CAL-51	910927	1710STDY5035267	breast	breast	BRCA		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-85-1	CAL-85-1	910852	1710STDY5035239	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAMA-1	CAMA-1	946382	1710STDY5035240	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-824	COLO-824	906812	1710STDY5035268	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DU-4475	DU-4475	906844	1710STDY5035278	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EFM-19	EFM-19	906851	1710STDY5035241	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EFM-192A	EFM-192A	1290798	1710STDY5035263	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EVSA-T	EVSA-T	906862	1710STDY5035276	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1143	HCC1143	749710	CGP_CCL5369300	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1187	HCC1187	749711	1710STDY5035258	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1395	HCC1395	749712	CGP_CCL5306263	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1419	HCC1419	907045	CGP_CCL5228722	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1428	HCC1428	1290905	1710STDY5035272	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1500	HCC1500	1303900	1710STDY5035271	breast	breast	BRCA		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1569	HCC1569	907046	1710STDY5035270	breast	breast	BRCA		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1599	HCC1599	749713	1710STDY5035259	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1806	HCC1806	907047	1710STDY5035243	breast	breast		acantholytic squamous carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1937	HCC1937	749714	1710STDY5035244	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC1954	HCC1954	749709	1710STDY5035257	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC202	HCC202	1290906	1710STDY5035261	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC2157	HCC2157	749715	1710STDY5035275	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC2218	HCC2218	749716	1710STDY5035277	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC38	HCC38	749717	1710STDY5035245	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC70	HCC70	907048	1710STDY5035246	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HDQ-P1	HDQ-P1	1290922	1710STDY5035273	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-578-T	Hs-578-T	905957	CGP_CCL5103701	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MCF7	MCF7	905946	1710STDY5035247	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-157	MDA-MB-157	925338	1710STDY5035249	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-175-VII	MDA-MB-175-VII	908120	CGP_CCL5103825	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	No	No	Yes	
MDA-MB-231	MDA-MB-231	905960	1710STDY5035250	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-330	MDA-MB-330	1330941	CGP_CCL5369287	breast	breast	BRCA	lobular carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-361	MDA-MB-361	908121	1710STDY5035251	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-415	MDA-MB-415	924240	CGP_CCL5369315	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-436	MDA-MB-436	1240172	CGP_CCL5391670	breast	breast	BRCA		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-453	MDA-MB-453	908122	1710STDY5035252	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MDA-MB-468	MDA-MB-468	908123	CGP_CCL5103837	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Repeated Expansion Fail
MFM-223	MFM-223	910948	1710STDY5035266	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MRK-nu-1	MRK-nu-1	908151	CGP_CCL5228693	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
OCUB-M	OCUB-M	909256	1710STDY5035253	breast	breast	BRCA		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
T47D	T47D	905945	1710STDY5035254	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UACC-812	UACC-812	910910	CGP_CCL5103685	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Poor Growth
UACC-893	UACC-893	909778	1710STDY5035255	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
YMB-1-E	YMB-1-E	1303911	1710STDY5035279	breast	breast	BRCA		MSI-S	Yes	Yes	Yes	No	No	Yes	
ZR-75-30	ZR-75-30	909907	1710STDY5035256	breast	breast	BRCA		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
EGI-1	EGI-1	906853	CGP_CCL5055313	digestive_system	biliary_tract			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ETK-1	ETK-1	906861	CGP_CCL5055361	digestive_system	biliary_tract			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HuCCT1	HuCCT1	907069	CGP_CCL5055314	digestive_system	biliary_tract			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TGBC1TKB	TGBC1TKB	909769	CGP_CCL5306255	digestive_system	biliary_tract			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
TGBC24TKB	TGBC24TKB	910695	CGP_CCL5055362	digestive_system	biliary_tract			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HUTU-80	HUTU-80	907073	CGP_CCL5103730	digestive_system	digestive_system_other		duodenum adenocarcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
C2BBe1	C2BBe1	910700	1710STDY5035351	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CaR-1	CaR-1	924108	CGP_CCL5103703	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CCK-81	CCK-81	1240123	1710STDY5035353	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
CL-11	CL-11	1290769	CGP_CCL5306232	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CL-40	CL-40	1240124	CGP_CCL5306274	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-205	COLO-205	905961	1710STDY5035331	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-320-HSR	COLO-320-HSR	910569	1710STDY5035359	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-678	COLO-678	910689	1710STDY5035356	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COLO-741	COLO-741	906815	1710STDY5035332	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CW-2	CW-2	910554	1710STDY5035333	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
DIFI	DIFI	1789883	CGP_CCL5369320	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GP5d	GP5d	907291	1710STDY5035334	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HCC2998	HCC2998	905971	1710STDY5035335	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC-56	HCC-56	1290907	1710STDY5035369	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCT-116	HCT-116	905936	1710STDY5035336	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HCT-15	HCT-15	905937	1710STDY5035337	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
HT-115	HT-115	907289	1710STDY5035372	large_intestine	large_intestine	COREAD		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
HT-29	HT-29	905939	1710STDY5035371	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HT55	HT55	907287	CGP_CCL5306195	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KM12	KM12	905989	1710STDY5035338	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
LoVo	LoVo	907790	1710STDY5035366	large_intestine	large_intestine	COREAD		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
LS-1034	LS-1034	917486	1710STDY5035358	large_intestine	large_intestine	COREAD		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
